trip_jarak,beh_peta_potensi,sosdem_usia,sosdem_penghasilan_pribadi,sosdem_penghasilan_keluarga,sosdem_pekerjaan_selain,beh_ojek_konvensional,loc_jumlah_pasar,loc_jumlah_ofm,loc_jml_b_permukiman,loc_jumlah_taman,trip_jenis_pesanan_Ride,trip_pickup
1.65,5,41,2499999.5,3499999.5,1,0,1,16,1328,0,1,Pungkur
3.9,5,41,2499999.5,3499999.5,1,0,2,75,135,2,1,Braga
9.24,5,41,2499999.5,3499999.5,1,0,0,25,5014,0,1,Kopo
2.24,5,41,2499999.5,3499999.5,1,0,0,27,2530,0,1,Karasak
5.93,5,41,2499999.5,3499999.5,1,0,0,56,4394,0,1,Batununggal
3.56,5,41,2499999.5,3499999.5,1,0,0,16,2268,1,1,Pasirluyu
1.76,5,41,2499999.5,3499999.5,1,0,1,16,1328,0,1,Pungkur
1.13,5,41,2499999.5,3499999.5,1,0,2,75,135,2,1,Braga
2.31,5,41,2499999.5,3499999.5,1,0,0,79,1104,3,1,Merdeka
2.16,5,41,2499999.5,3499999.5,1,0,1,50,630,0,1,Kebon Jeruk
2.15,5,41,2499999.5,3499999.5,1,0,0,36,2058,0,1,Cigereleng
1.58,5,41,2499999.5,3499999.5,1,0,1,50,630,0,1,Kebon Jeruk
2.61,5,41,2499999.5,3499999.5,1,0,1,50,630,0,1,Kebon Jeruk
1.85,5,41,2499999.5,3499999.5,1,0,1,163,829,3,1,Citarum
2.79,5,41,2499999.5,3499999.5,1,0,1,50,630,0,1,Kebon Jeruk
1.41,5,41,2499999.5,3499999.5,1,0,1,16,1328,0,1,Pungkur
4.28,5,41,2499999.5,3499999.5,1,0,0,21,1522,1,0,Ciateul
2.01,5,41,2499999.5,3499999.5,1,0,0,46,948,0,1,Pasirkaliki
2.15,5,41,2499999.5,3499999.5,1,0,1,35,465,3,1,Babakan Ciamis
1.31,5,41,2499999.5,3499999.5,1,0,1,35,465,3,0,Babakan Ciamis
8.86,5,41,2499999.5,3499999.5,1,0,1,35,465,3,1,Babakan Ciamis
0.98,5,41,2499999.5,3499999.5,1,0,0,5,1538,0,0,Cirangrang
3.07,5,41,2499999.5,3499999.5,1,0,0,22,655,0,1,Karang Anyar
5.17,5,41,2499999.5,3499999.5,1,0,0,36,2058,0,1,Cigereleng
3.05,5,41,2499999.5,3499999.5,1,0,0,27,2530,0,1,Karasak
1.33,5,41,2499999.5,3499999.5,1,0,1,7,1392,0,1,Nyengseret
2.16,5,41,2499999.5,3499999.5,1,0,0,79,1104,3,1,Merdeka
2.28,5,41,2499999.5,3499999.5,1,0,1,35,465,3,1,Babakan Ciamis
2.14,5,41,2499999.5,3499999.5,1,0,0,79,1104,3,1,Merdeka
2.13,5,41,2499999.5,3499999.5,1,0,1,50,630,0,1,Kebon Jeruk
1.5,5,41,2499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
4.11,5,41,2499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
3.25,5,41,2499999.5,3499999.5,1,0,1,24,4114,0,1,Situsaeur
2.3,5,41,2499999.5,3499999.5,1,0,0,31,4233,0,1,Kebon Lega
12.8,5,41,2499999.5,3499999.5,1,0,1,24,4114,0,1,Situsaeur
3.55,5,41,2499999.5,3499999.5,1,0,0,56,4394,0,1,Batununggal
1.98,5,41,2499999.5,3499999.5,1,0,0,21,1354,0,1,Ciseureuh
3.23,5,41,2499999.5,3499999.5,1,0,0,20,3269,0,1,Pelindung Hewan
1.41,5,41,2499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.21,5,41,2499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
1.51,5,41,2499999.5,3499999.5,1,0,1,24,4114,0,1,Situsaeur
0.62,5,41,2499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
1.43,5,41,2499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
6.03,5,41,2499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
1.46,5,41,2499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
1.91,5,41,2499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
1.6,5,41,2499999.5,3499999.5,1,0,0,20,3269,0,1,Pelindung Hewan
2.03,5,41,2499999.5,3499999.5,1,0,2,75,135,2,1,Braga
1.26,5,41,2499999.5,3499999.5,1,0,0,46,948,0,1,Pasirkaliki
1.54,5,41,2499999.5,3499999.5,1,0,1,35,465,3,1,Babakan Ciamis
2.15,5,41,2499999.5,3499999.5,1,0,0,46,948,0,1,Pasirkaliki
1.77,5,41,2499999.5,3499999.5,1,0,1,50,630,0,1,Kebon Jeruk
1.89,5,41,2499999.5,3499999.5,1,0,1,7,1392,0,1,Nyengseret
1.34,5,41,2499999.5,3499999.5,1,0,1,7,1392,0,1,Nyengseret
3.98,5,45,3499999.5,3499999.5,1,0,0,22,655,0,1,Karang Anyar
1.17,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
1.59,5,45,3499999.5,3499999.5,1,0,1,50,630,0,1,Kebon Jeruk
3.9,5,45,3499999.5,3499999.5,1,0,0,31,5567,0,1,Babakan Ciparay
2.46,5,45,3499999.5,3499999.5,1,0,2,75,135,2,1,Braga
2.26,5,45,3499999.5,3499999.5,1,0,1,19,1482,0,1,Cibadak
4.78,5,45,3499999.5,3499999.5,1,0,0,20,3269,0,1,Pelindung Hewan
2.6,5,45,3499999.5,3499999.5,1,0,1,35,465,3,1,Babakan Ciamis
3.77,5,45,3499999.5,3499999.5,1,0,1,16,1328,0,1,Pungkur
2.87,5,45,3499999.5,3499999.5,1,0,1,35,465,3,1,Babakan Ciamis
1.02,5,45,3499999.5,3499999.5,1,0,0,46,948,0,1,Pasirkaliki
1.33,5,45,3499999.5,3499999.5,1,0,1,35,465,3,1,Babakan Ciamis
3.95,5,45,3499999.5,3499999.5,1,0,1,163,829,3,1,Citarum
2.27,5,45,3499999.5,3499999.5,1,0,0,41,2909,0,1,Cibangkong
2.06,5,45,3499999.5,3499999.5,1,0,1,8,1734,0,1,Kebon Gedang
2.6,5,45,3499999.5,3499999.5,1,0,1,26,2983,0,1,Babakan Surabaya
3.61,5,45,3499999.5,3499999.5,1,0,1,125,1428,5,1,Cihapit
3.71,5,45,3499999.5,3499999.5,1,0,0,46,948,0,1,Pasirkaliki
4.0,5,45,3499999.5,3499999.5,1,0,1,50,630,0,1,Kebon Jeruk
2.59,5,45,3499999.5,3499999.5,1,0,0,18,3928,0,1,Jamika
1.78,5,45,3499999.5,3499999.5,1,0,1,19,1482,0,1,Cibadak
1.76,5,45,3499999.5,3499999.5,1,0,1,32,2232,0,1,Arjuna
2.13,5,45,3499999.5,3499999.5,1,0,0,17,3520,0,1,Babakan Tarogong
2.08,5,45,3499999.5,3499999.5,1,0,1,19,1482,0,1,Cibadak
0.55,5,45,3499999.5,3499999.5,1,0,1,19,1482,0,1,Cibadak
1.38,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
1.16,5,45,3499999.5,3499999.5,1,0,0,42,660,0,1,Cikawao
1.1,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
1.43,5,45,3499999.5,3499999.5,1,0,1,35,465,3,1,Babakan Ciamis
2.58,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.95,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.04,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.65,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
3.6,5,45,3499999.5,3499999.5,1,0,2,75,135,2,1,Braga
2.82,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.01,5,45,3499999.5,3499999.5,1,0,0,20,3269,0,1,Pelindung Hewan
1.85,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
3.3,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.3,5,45,3499999.5,3499999.5,1,0,1,24,4114,0,1,Situsaeur
2.44,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
3.29,5,45,3499999.5,3499999.5,1,0,1,24,4114,0,1,Situsaeur
3.01,5,45,3499999.5,3499999.5,1,0,0,6,1093,0,1,Panjunan
3.29,5,45,3499999.5,3499999.5,1,0,0,21,1354,0,1,Ciseureuh
0.57,5,45,3499999.5,3499999.5,1,0,0,6,1093,0,1,Panjunan
1.12,5,45,3499999.5,3499999.5,1,0,1,19,1482,0,1,Cibadak
3.45,5,45,3499999.5,3499999.5,1,0,1,19,1482,0,1,Cibadak
1.06,5,45,3499999.5,3499999.5,1,0,0,36,2058,0,1,Cigereleng
1.96,5,45,3499999.5,3499999.5,1,0,0,27,2530,0,1,Karasak
0.75,5,45,3499999.5,3499999.5,1,0,1,16,1328,0,1,Pungkur
1.78,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.63,5,45,3499999.5,3499999.5,1,0,2,90,1681,3,1,Taman Sari
3.1,5,45,3499999.5,3499999.5,1,0,2,90,1681,3,1,Taman Sari
2.7,5,45,3499999.5,3499999.5,1,0,1,66,1014,0,1,Kebon Pisang
2.25,5,45,3499999.5,3499999.5,1,0,1,35,465,3,1,Babakan Ciamis
2.95,5,45,3499999.5,3499999.5,1,0,2,90,1681,3,1,Taman Sari
3.2,5,45,3499999.5,3499999.5,1,0,1,89,2356,0,1,Pasteur
2.48,5,45,3499999.5,3499999.5,1,0,0,49,1754,2,1,Cipaganti
1.77,5,45,3499999.5,3499999.5,1,0,2,75,135,2,1,Braga
3.41,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.01,5,45,3499999.5,3499999.5,1,0,1,19,1482,0,1,Cibadak
2.07,5,45,3499999.5,3499999.5,1,0,0,22,655,0,1,Karang Anyar
1.98,5,45,3499999.5,3499999.5,1,0,2,75,135,2,1,Braga
2.56,5,45,3499999.5,3499999.5,1,0,1,19,1482,0,1,Cibadak
3.28,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.85,5,45,3499999.5,3499999.5,1,0,1,24,4114,0,1,Situsaeur
2.48,5,45,3499999.5,3499999.5,1,0,1,19,1482,0,1,Cibadak
4.22,5,45,3499999.5,3499999.5,1,0,1,50,630,0,1,Kebon Jeruk
3.8,5,45,3499999.5,3499999.5,1,0,0,79,1104,3,1,Merdeka
1.03,5,45,3499999.5,3499999.5,1,0,2,90,1681,3,1,Taman Sari
1.34,5,45,3499999.5,3499999.5,1,0,2,90,1681,3,1,Taman Sari
2.58,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
3.8,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.81,5,45,3499999.5,3499999.5,1,0,2,90,1681,3,1,Taman Sari
1.73,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
1.04,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.21,5,45,3499999.5,3499999.5,1,0,0,17,3520,0,1,Babakan Tarogong
1.08,5,45,3499999.5,3499999.5,1,0,1,19,1482,0,1,Cibadak
3.81,5,45,3499999.5,3499999.5,1,0,0,17,3520,0,1,Babakan Tarogong
2.35,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.01,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
4.16,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
1.21,5,45,3499999.5,3499999.5,1,0,1,16,1328,0,1,Pungkur
1.6,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.96,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.0,5,45,3499999.5,3499999.5,1,0,2,90,1681,3,1,Taman Sari
2.8,5,45,3499999.5,3499999.5,1,0,1,50,630,0,1,Kebon Jeruk
2.84,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
1.53,5,45,3499999.5,3499999.5,1,0,1,36,3421,0,1,Suka Asih
1.29,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
5.0,5,45,3499999.5,3499999.5,1,0,1,16,1328,0,1,Pungkur
3.54,5,45,3499999.5,3499999.5,1,0,1,16,1328,0,1,Pungkur
3.2,5,45,3499999.5,3499999.5,1,0,1,50,630,0,1,Kebon Jeruk
3.21,5,45,3499999.5,3499999.5,1,0,1,50,630,0,1,Kebon Jeruk
4.67,5,45,3499999.5,3499999.5,1,0,0,49,1754,2,1,Cipaganti
3.79,5,45,3499999.5,3499999.5,1,0,0,30,9259,0,1,Cigadung
4.74,5,45,3499999.5,3499999.5,1,0,1,100,1105,2,1,Lebak Gede
1.94,5,45,3499999.5,3499999.5,1,0,1,16,1328,0,1,Pungkur
2.36,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
1.57,5,45,3499999.5,3499999.5,1,0,0,48,1197,0,1,Burangrang
2.2,5,45,3499999.5,3499999.5,1,0,1,89,2356,0,1,Pasteur
2.19,5,45,3499999.5,3499999.5,1,0,0,68,2186,1,1,Hegarmanah
3.09,5,45,3499999.5,3499999.5,1,0,2,90,1681,3,1,Taman Sari
5.58,5,45,3499999.5,3499999.5,1,0,1,32,2232,0,1,Arjuna
5.18,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
5.49,5,45,3499999.5,3499999.5,1,0,0,49,1754,2,1,Cipaganti
3.8,5,45,3499999.5,3499999.5,1,0,2,75,135,2,1,Braga
3.25,5,45,3499999.5,3499999.5,1,0,0,55,2909,0,1,Sukawarna
1.49,5,45,3499999.5,3499999.5,1,0,1,95,4699,0,1,Gegerkalong
3.53,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
3.65,5,45,3499999.5,3499999.5,1,0,1,32,2232,0,1,Arjuna
2.73,5,45,3499999.5,3499999.5,1,0,1,19,2000,1,1,Husen Sastranegara
3.84,5,45,3499999.5,3499999.5,1,0,1,35,465,3,1,Babakan Ciamis
1.16,5,45,3499999.5,3499999.5,1,0,0,49,1754,2,1,Cipaganti
3.35,5,45,3499999.5,3499999.5,1,0,0,57,453,4,1,Lebak Siliwangi
3.96,5,45,3499999.5,3499999.5,1,0,0,6,1093,0,1,Panjunan
11.05,5,45,3499999.5,3499999.5,1,0,0,31,5567,0,1,Babakan Ciparay
2.26,5,45,3499999.5,3499999.5,1,0,0,68,2186,1,1,Hegarmanah
3.93,5,45,3499999.5,3499999.5,1,0,0,42,3150,0,1,Isola
2.04,5,45,3499999.5,3499999.5,1,0,0,55,2909,0,1,Sukawarna
2.13,5,45,3499999.5,3499999.5,1,0,0,33,2552,0,1,Sukarasa
2.17,5,45,3499999.5,3499999.5,1,0,1,95,4699,0,1,Gegerkalong
1.6,5,45,3499999.5,3499999.5,1,0,0,55,2909,0,1,Sukawarna
2.23,5,45,3499999.5,3499999.5,1,0,0,25,2461,0,1,Cikutra
1.75,5,45,3499999.5,3499999.5,1,0,0,61,3453,0,1,Sukaraja
1.35,5,45,3499999.5,3499999.5,1,0,0,18,3928,0,1,Jamika
2.78,5,45,3499999.5,3499999.5,1,0,0,6,1093,0,1,Panjunan
1.26,5,45,3499999.5,3499999.5,1,0,1,50,630,0,1,Kebon Jeruk
3.72,5,45,3499999.5,3499999.5,1,0,0,21,1522,1,1,Ciateul
4.06,5,45,3499999.5,3499999.5,1,0,0,41,2909,0,1,Cibangkong
4.7,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.8,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
2.28,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
4.27,5,45,3499999.5,3499999.5,1,0,1,32,438,1,1,Balong Gede
1.19,5,45,3499999.5,3499999.5,1,0,2,90,1681,3,1,Taman Sari
3.66,5,45,3499999.5,3499999.5,1,0,2,90,1681,3,1,Taman Sari
2.88,5,45,3499999.5,3499999.5,1,0,0,78,5014,0,1,Cipedes
0.51,5,45,3499999.5,3499999.5,1,0,0,68,2186,1,1,Hegarmanah
1.66,5,45,3499999.5,3499999.5,1,0,0,68,2186,1,1,Hegarmanah
2.49,5,45,3499999.5,3499999.5,1,0,0,68,2186,1,1,Hegarmanah
2.86,5,45,3499999.5,3499999.5,1,0,0,57,453,4,1,Lebak Siliwangi
4.23,5,45,3499999.5,3499999.5,1,0,2,90,1681,3,1,Taman Sari
2.28,5,45,3499999.5,3499999.5,1,0,2,90,1681,3,1,Taman Sari
3.57,5,45,3499999.5,3499999.5,1,0,0,29,1915,0,1,Cihaurgeulis
2.32,5,45,3499999.5,3499999.5,1,0,1,163,829,3,1,Citarum
1.27,5,45,2499999.5,2499999.5,1,0,1,19,1482,0,0,Cibadak
8.01,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
5.19,5,45,2499999.5,2499999.5,1,0,1,125,1428,5,0,Cihapit
1.56,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
2.13,5,45,2499999.5,2499999.5,1,0,0,6,1093,0,0,Panjunan
7.68,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
3.12,5,45,2499999.5,2499999.5,1,0,1,30,1535,0,0,Sukaluyu
3.35,5,45,2499999.5,2499999.5,1,0,1,163,829,3,0,Citarum
3.34,5,45,2499999.5,2499999.5,1,0,0,30,9259,0,0,Cigadung
7.98,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
4.42,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
2.37,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
5.34,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
1.43,5,45,2499999.5,2499999.5,1,0,1,30,1535,0,0,Sukaluyu
0.28,5,45,2499999.5,2499999.5,1,0,0,79,1104,3,0,Merdeka
8.84,5,45,2499999.5,2499999.5,1,0,1,7,1392,0,0,Nyengseret
2.27,5,45,2499999.5,2499999.5,1,0,0,68,1582,0,0,Mekar Wangi
1.55,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
7.65,5,45,2499999.5,2499999.5,1,0,2,75,135,2,0,Braga
2.72,5,45,2499999.5,2499999.5,1,0,1,7,1392,0,0,Nyengseret
0.69,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
8.79,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
4.2,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
3.44,5,45,2499999.5,2499999.5,1,0,1,50,630,0,0,Kebon Jeruk
7.99,5,45,2499999.5,2499999.5,1,0,1,36,3421,0,0,Suka Asih
3.19,5,45,2499999.5,2499999.5,1,0,0,16,2268,1,0,Pasirluyu
4.04,5,45,2499999.5,2499999.5,1,0,0,17,3520,0,0,Babakan Tarogong
3.02,5,45,2499999.5,2499999.5,1,0,0,24,2425,0,0,Sukabungah
1.25,5,45,2499999.5,2499999.5,1,0,1,50,630,0,0,Kebon Jeruk
8.1,5,45,2499999.5,2499999.5,1,0,0,78,5014,0,0,Cipedes
2.68,5,45,2499999.5,2499999.5,1,0,1,19,1482,0,0,Cibadak
5.51,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
3.37,5,45,2499999.5,2499999.5,1,0,1,163,829,3,0,Citarum
5.65,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
3.43,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
1.12,5,45,2499999.5,2499999.5,1,0,1,7,1392,0,0,Nyengseret
4.34,5,45,2499999.5,2499999.5,1,0,0,6,1093,0,0,Panjunan
2.52,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
2.46,5,45,2499999.5,2499999.5,1,0,1,7,1392,0,0,Nyengseret
4.48,5,45,2499999.5,2499999.5,1,0,1,19,1482,0,0,Cibadak
4.07,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
0.16,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
4.84,5,45,2499999.5,2499999.5,1,0,1,19,1482,0,0,Cibadak
3.87,5,45,2499999.5,2499999.5,1,0,0,46,948,0,0,Pasirkaliki
1.65,5,45,2499999.5,2499999.5,1,0,1,18,542,0,0,Pamoyanan
4.39,5,45,2499999.5,2499999.5,1,0,0,49,1754,2,0,Cipaganti
4.07,5,45,2499999.5,2499999.5,1,0,1,18,542,0,0,Pamoyanan
0.03,5,45,2499999.5,2499999.5,1,0,1,18,542,0,0,Pamoyanan
3.64,5,45,2499999.5,2499999.5,1,0,1,19,1482,0,0,Cibadak
3.73,5,45,2499999.5,2499999.5,1,0,1,35,465,3,0,Babakan Ciamis
3.57,5,45,2499999.5,2499999.5,1,0,1,163,829,3,0,Citarum
3.11,5,45,2499999.5,2499999.5,1,0,1,7,1392,0,0,Nyengseret
6.76,5,45,2499999.5,2499999.5,1,0,0,4,2380,0,0,Babakan Asih
1.93,5,45,2499999.5,2499999.5,1,0,1,18,542,0,0,Pamoyanan
2.21,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
6.3,5,45,2499999.5,2499999.5,1,0,1,7,1392,0,0,Nyengseret
2.14,5,45,2499999.5,2499999.5,1,0,1,19,2000,1,0,Husen Sastranegara
1.05,5,45,2499999.5,2499999.5,1,0,0,46,948,0,0,Pasirkaliki
2.07,5,45,2499999.5,2499999.5,1,0,1,50,630,0,0,Kebon Jeruk
1.27,5,45,2499999.5,2499999.5,1,0,1,32,2232,0,0,Arjuna
2.04,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
3.81,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
2.04,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
3.42,5,45,2499999.5,2499999.5,1,0,1,19,1482,0,0,Cibadak
5.42,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
3.57,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
3.36,5,45,2499999.5,2499999.5,1,0,0,49,1754,2,0,Cipaganti
0.48,5,45,2499999.5,2499999.5,1,0,0,49,1754,2,0,Cipaganti
1.95,5,45,2499999.5,2499999.5,1,0,0,49,1754,2,0,Cipaganti
1.75,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
6.88,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
8.03,5,45,2499999.5,2499999.5,1,0,1,125,1428,5,0,Cihapit
4.31,5,45,2499999.5,2499999.5,1,0,1,124,3464,0,0,Turangga
4.51,5,45,2499999.5,2499999.5,1,0,1,124,3464,0,0,Turangga
6.49,5,45,2499999.5,2499999.5,1,0,0,42,1225,0,0,Cibaduyut
6.91,5,45,2499999.5,2499999.5,1,0,1,50,630,0,0,Kebon Jeruk
2.04,5,45,2499999.5,2499999.5,1,0,1,7,1392,0,0,Nyengseret
3.02,5,45,2499999.5,2499999.5,1,0,0,6,1093,0,0,Panjunan
1.48,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
1.8,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
3.5,5,45,2499999.5,2499999.5,1,0,1,19,1482,0,0,Cibadak
1.24,5,45,2499999.5,2499999.5,1,0,1,19,1482,0,0,Cibadak
1.04,5,45,2499999.5,2499999.5,1,0,0,48,844,0,0,Paledang
6.3,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
1.44,5,45,2499999.5,2499999.5,1,0,0,8,2783,1,0,Maleer
4.54,5,45,2499999.5,2499999.5,1,0,0,41,2909,0,0,Cibangkong
1.35,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
0.53,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
3.35,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
6.29,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
7.86,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
2.58,5,45,2499999.5,2499999.5,1,0,1,19,1482,0,0,Cibadak
1.13,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
0.39,5,45,2499999.5,2499999.5,1,0,0,5,1538,0,0,Cirangrang
5.78,5,45,2499999.5,2499999.5,1,0,0,6,1093,0,0,Panjunan
4.69,5,45,2499999.5,2499999.5,1,0,0,49,1754,2,0,Cipaganti
1.15,5,45,2499999.5,2499999.5,1,0,1,19,1482,0,0,Cibadak
4.01,5,45,2499999.5,2499999.5,1,0,1,7,1392,0,0,Nyengseret
4.64,5,45,2499999.5,2499999.5,1,0,0,68,1582,0,0,Mekar Wangi
0.62,5,45,2499999.5,2499999.5,1,0,0,48,844,0,0,Paledang
2.07,5,45,2499999.5,2499999.5,1,0,0,9,1683,0,0,Samoja
0.51,5,45,2499999.5,2499999.5,1,0,1,163,829,3,0,Citarum
1.76,5,45,2499999.5,2499999.5,1,0,1,163,829,3,0,Citarum
2.61,5,45,2499999.5,2499999.5,1,0,1,100,1105,2,0,Lebak Gede
2.68,5,45,2499999.5,2499999.5,1,0,2,90,1681,3,0,Taman Sari
7.58,5,45,2499999.5,2499999.5,1,0,1,32,2232,0,0,Arjuna
0.71,5,45,2499999.5,2499999.5,1,0,1,19,1482,0,0,Cibadak
2.07,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
6.72,5,45,2499999.5,2499999.5,1,0,0,22,655,0,0,Karang Anyar
1.74,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
4.47,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
1.8,5,45,2499999.5,2499999.5,1,0,1,24,4114,0,0,Situsaeur
7.0,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
6.23,5,45,2499999.5,2499999.5,1,0,1,50,630,0,0,Kebon Jeruk
6.47,5,45,2499999.5,2499999.5,1,0,0,14,1509,0,0,Cibaduyut Wetan
16.16,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
1.08,5,45,2499999.5,2499999.5,1,0,1,124,3464,0,0,Turangga
8.17,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
1.11,5,45,2499999.5,2499999.5,1,0,0,58,2335,0,0,Cijagra
3.11,5,45,2499999.5,2499999.5,1,0,1,50,630,0,0,Kebon Jeruk
4.58,5,45,2499999.5,2499999.5,1,0,0,17,3520,0,0,Babakan Tarogong
1.47,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
4.92,5,45,2499999.5,2499999.5,1,0,1,66,1014,0,0,Kebon Pisang
7.87,5,45,2499999.5,2499999.5,1,0,2,90,1681,3,0,Taman Sari
6.03,5,45,2499999.5,2499999.5,1,0,0,24,3473,0,0,Gumuruh
5.83,5,45,2499999.5,2499999.5,1,0,0,58,2335,0,0,Cijagra
1.48,5,45,2499999.5,2499999.5,1,0,1,32,438,1,0,Balong Gede
2.47,5,36,2499999.5,2499999.5,1,0,1,36,3421,0,1,Suka Asih
4.01,5,36,2499999.5,2499999.5,1,0,1,36,3421,0,0,Suka Asih
1.17,5,36,2499999.5,2499999.5,1,0,0,18,5283,0,0,Sukahaji
1.72,5,36,2499999.5,2499999.5,1,0,0,18,5283,0,0,Sukahaji
5.82,5,36,2499999.5,2499999.5,1,0,2,75,135,2,1,Braga
6.47,5,36,2499999.5,2499999.5,1,0,0,18,5283,0,1,Sukahaji
