,trip_jarak,trip_pendapatan_bersih,trip_poin_tambahan,beh_peta_potensi,sosdem_usia,sosdem_jk,sosdem_pendidikan_terakhir,sosdem_jumlah_motor,sosdem_jumlah_mobil,sosdem_anggota_rt,sosdem_posisi_rt,sosdem_penghasilan_pribadi,sosdem_penghasilan_keluarga,sosdem_pekerjaan_selain,beh_platform,beh_rata_jam_online,beh_status_kendaraan,beh_lama_driver,beh_ojek_konvensional,loc_jumlah_pasar,loc_jumlah_sd,loc_jumlah_smp,loc_jumlah_sma,loc_jumlah_pt,loc_jumlah_halte,loc_jumlah_stasiun,loc_jumlah_terminal,loc_jumlah_hotel,loc_jumlah_mall,loc_jumlah_ofm,loc_jumlah_pickup,loc_jumlah_dropoff,loc_populasi,loc_jml_b_permukiman,loc_jumlah_taman,loc_jumlah_kantor,loc_avg_duration,trip_lamanya_waktu_pesanan,sosdem_status_nikah_Menikah,trip_jenis_pesanan_Food,trip_jenis_pesanan_Kurir Barang,trip_jenis_pesanan_Ride,trip_jenis_pembayaran_Tunai
7204,1.76,8800.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,1,0,2,4,1,0,24,0,46,380,382,17453,948,0,15.0,1264.397350993378,13.0,1,0,0,1,0
7205,2.84,8800.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,3,16,0,5,0,0,20,1,50,980,579,13277,630,0,2.0,1241.993377483444,17.0,1,0,0,1,0
7206,8.3,28800.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,2,2,1,0,1,3,0,0,12,1,75,413,436,6124,135,2,12.0,1218.099337748344,52.0,1,0,0,1,0
7207,6.87,16800.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,2,0,2,4,0,0,3,0,56,202,231,19528,4394,0,9.0,1339.953642384106,52.0,1,0,0,1,0
7208,3.36,10000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,8,2,0,0,1,0,0,0,0,18,109,110,31145,5283,0,3.0,1616.622516556291,23.0,1,0,0,1,1
7209,2.45,8800.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,2,0,0,2,0,0,0,0,22,343,149,6614,655,0,2.0,1159.430463576159,14.0,1,0,0,1,1
7210,3.36,9600.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,2,0,3,6,0,0,5,1,35,396,421,8421,465,3,20.0,1212.264900662252,12.0,1,0,0,1,0
7211,2.75,8800.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,5,6,12,0,4,0,0,6,1,32,699,271,8344,438,1,7.0,1170.907284768212,14.0,1,0,0,1,1
7212,3.56,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,4,1,0,0,3,0,0,0,0,25,73,114,31307,5014,0,3.0,1417.437086092715,10.0,1,0,0,1,1
7213,0.92,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,5,6,12,0,4,0,0,6,1,32,699,271,8344,438,1,7.0,1170.907284768212,7.0,1,0,0,1,1
7214,1.64,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,1,0,2,4,1,0,24,0,46,380,382,17453,948,0,15.0,1264.397350993378,10.0,1,0,0,1,0
7215,1.57,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,1,0,2,4,1,0,24,0,46,380,382,17453,948,0,15.0,1264.397350993378,13.0,1,0,0,1,0
7216,1.93,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,3,16,0,5,0,0,20,1,50,980,579,13277,630,0,2.0,1241.993377483444,9.0,1,0,0,1,0
7217,1.52,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,1,0,0,5,0,0,2,0,21,91,138,7527,1522,1,5.0,1174.158940397351,11.0,1,0,0,1,0
7218,0.98,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,0,0,0,1,1,0,0,5,0,42,158,179,9018,660,0,10.0,1126.596026490066,7.0,1,0,0,1,0
7219,1.13,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,3,16,0,5,0,0,20,1,50,980,579,13277,630,0,2.0,1241.993377483444,9.0,1,0,0,1,0
7220,2.08,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,5,6,12,0,4,0,0,6,1,32,699,271,8344,438,1,7.0,1170.907284768212,11.0,1,0,0,1,1
7221,1.08,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,2,0,3,6,0,0,5,1,35,396,421,8421,465,3,20.0,1212.264900662252,5.0,1,0,0,1,0
7222,2.27,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,2,0,0,2,0,0,0,0,22,343,149,6614,655,0,2.0,1159.430463576159,10.0,1,0,0,1,0
7223,3.75,9600.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,5,6,12,0,4,0,0,6,1,32,699,271,8344,438,1,7.0,1170.907284768212,15.0,1,0,0,1,1
7224,3.64,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,5,4,0,1,0,0,0,5,0,31,101,120,12313,4233,0,6.0,1323.867549668874,21.0,1,0,0,1,1
7225,4.35,8800.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,1,1,0,0,0,0,0,0,0,17,116,83,29120,3520,0,2.0,1340.668874172185,22.0,1,0,0,1,0
7226,4.94,10000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,7,5,1,1,0,0,0,2,0,45,539,505,26966,3041,0,2.0,1561.841059602649,22.0,1,0,0,1,0
7227,8.04,16400.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,4,1,0,0,0,0,0,0,0,4,54,43,16440,2380,0,2.0,1323.774834437086,28.0,1,0,0,1,1
7228,7.69,23600.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,0,1,0,3,4,0,0,9,0,100,1153,614,11028,1105,2,5.0,1318.596026490066,22.0,1,0,0,1,1
7229,7.46,15200.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,1,1,0,0,1,0,0,0,0,12,75,122,11367,1725,0,6.0,1202.582781456954,28.0,1,0,0,1,0
7230,0.96,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,5,2,1,0,1,0,0,1,0,19,170,170,13306,1482,0,3.0,1239.390728476821,9.0,1,0,0,1,1
7231,4.13,8400.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,3,0,0,0,2,0,1,4,0,7,94,89,12180,1392,0,4.0,1199.026490066225,24.0,1,0,0,1,1
7232,11.64,23600.0,200.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,1,0,2,4,1,0,24,0,46,380,382,17453,948,0,15.0,1264.397350993378,39.0,1,0,0,1,0
7233,2.42,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,5,6,12,0,4,0,0,6,1,32,699,271,8344,438,1,7.0,1170.907284768212,13.0,1,0,0,1,1
7234,1.82,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,3,16,0,5,0,0,20,1,50,980,579,13277,630,0,2.0,1241.993377483444,7.0,1,0,0,1,0
7235,2.92,12000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,2,0,3,6,0,0,5,1,35,396,421,8421,465,3,20.0,1212.264900662252,10.0,1,0,0,1,0
7236,2.26,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,0,0,0,1,1,0,0,5,0,42,158,179,9018,660,0,10.0,1126.596026490066,8.0,1,0,0,1,0
7237,2.31,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,3,16,0,5,0,0,20,1,50,980,579,13277,630,0,2.0,1241.993377483444,12.0,1,0,0,1,0
7238,0.14,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,1,0,2,4,1,0,24,0,46,380,382,17453,948,0,15.0,1264.397350993378,9.0,1,0,0,1,1
7239,0.52,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,2,2,1,0,1,3,0,0,12,1,75,413,436,6124,135,2,12.0,1218.099337748344,7.0,1,0,0,1,0
7240,1.41,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,2,0,3,6,0,0,5,1,35,396,421,8421,465,3,20.0,1212.264900662252,15.0,1,0,0,1,1
7241,6.31,12800.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,6,1,9,0,5,0,1,0,0,31,95,92,33778,5567,0,10.0,1453.933774834437,22.0,1,0,0,1,1
7242,1.93,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,2,0,1,0,0,0,0,1,0,48,125,171,6223,844,0,3.0,1132.437086092715,14.0,1,0,0,1,1
7243,1.47,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,4,3,0,1,1,1,0,2,0,9,33,88,14714,1683,0,3.0,1195.377483443709,11.0,1,0,0,1,0
7244,0.89,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,3,0,0,1,0,0,12,0,61,180,181,8500,762,2,7.0,1138.847682119205,8.0,1,0,0,1,0
7245,1.34,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,2,0,1,0,0,0,0,1,0,48,125,171,6223,844,0,3.0,1132.437086092715,6.0,1,0,0,1,0
7246,0.73,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,2,0,1,0,0,0,0,1,0,48,125,171,6223,844,0,3.0,1132.437086092715,5.0,1,0,0,1,0
7247,1.53,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,2,0,3,6,0,0,5,1,35,396,421,8421,465,3,20.0,1212.264900662252,5.0,1,0,0,1,0
7248,1.36,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,5,6,12,0,4,0,0,6,1,32,699,271,8344,438,1,7.0,1170.907284768212,10.0,1,0,0,1,0
7249,4.63,10000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,1,0,0,5,0,0,2,0,21,91,138,7527,1522,1,5.0,1174.158940397351,19.0,1,0,0,1,1
7250,1.02,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,3,0,0,3,0,1,6,0,16,128,128,7522,1328,0,4.0,1193.483443708609,6.0,1,0,0,1,0
7251,0.52,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,2,2,1,0,1,3,0,0,12,1,75,413,436,6124,135,2,12.0,1218.099337748344,8.0,1,0,0,1,0
7252,1.15,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,3,16,0,5,0,0,20,1,50,980,579,13277,630,0,2.0,1241.993377483444,13.0,1,0,0,1,0
7253,1.71,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,3,16,0,5,0,0,20,1,50,980,579,13277,630,0,2.0,1241.993377483444,8.0,1,0,0,1,0
7254,1.7,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,2,2,1,0,1,3,0,0,12,1,75,413,436,6124,135,2,12.0,1218.099337748344,7.0,1,0,0,1,1
7255,0.86,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,1,0,2,4,1,0,24,0,46,380,382,17453,948,0,15.0,1264.397350993378,5.0,1,0,0,1,0
7256,0.45,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,2,3,0,3,1,0,0,1,1,18,240,179,7866,542,0,5.0,1413.76821192053,5.0,1,0,0,1,0
7257,1.27,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,1,0,2,4,1,0,24,0,46,380,382,17453,948,0,15.0,1264.397350993378,5.0,1,0,0,1,0
7258,2.24,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,6,1,9,0,5,0,1,0,0,31,95,92,33778,5567,0,10.0,1453.933774834437,15.0,1,0,0,1,1
7259,1.29,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,1,0,2,4,1,0,24,0,46,380,382,17453,948,0,15.0,1264.397350993378,7.0,1,0,0,1,0
7260,2.31,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,3,16,0,5,0,0,20,1,50,980,579,13277,630,0,2.0,1241.993377483444,13.0,1,0,0,1,0
7261,1.2,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,0,3,1,0,2,4,1,0,24,0,46,380,382,17453,948,0,15.0,1264.397350993378,6.0,1,0,0,1,0
7262,1.51,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,2,2,1,0,1,3,0,0,12,1,75,413,436,6124,135,2,12.0,1218.099337748344,8.0,1,0,0,1,1
7263,0.86,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,4,3,16,0,5,0,0,20,1,50,980,579,13277,630,0,2.0,1241.993377483444,6.0,1,0,0,1,0
7264,1.34,8000.0,150.0,5,39,0,3,1,0.0,4,1,5499999.5,5499999.5,1,1,11,1,6,0,1,5,0,0,1,2,0,0,6,1,36,109,157,19630,3421,0,4.0,1366.900662251656,13.0,1,0,0,1,1
7265,0.75,7200.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,3,3,0,1,1,0,0,0,0,18,56,61,20439,2551,0,4.0,1516.331125827815,22.0,0,1,0,0,1
7266,8.25,17200.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,3,2,0,0,2,0,0,0,0,22,343,149,6614,655,0,2.0,1159.430463576159,47.0,0,1,0,0,0
7267,1.58,8000.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,3,2,0,2,4,0,0,3,0,56,202,231,19528,4394,0,9.0,1339.953642384106,11.0,0,0,0,1,1
7268,12.44,24400.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,5,4,0,1,0,0,0,5,0,31,101,120,12313,4233,0,6.0,1323.867549668874,38.0,0,0,1,0,1
7269,2.44,8800.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,3,2,0,0,2,0,0,0,0,22,343,149,6614,655,0,2.0,1159.430463576159,34.0,0,1,0,0,1
7270,5.09,12000.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,1,5,2,1,0,1,0,0,1,0,19,170,170,13306,1482,0,3.0,1239.390728476821,22.0,0,1,0,0,0
7271,5.48,12800.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,1,1,0,0,0,0,0,0,0,17,116,83,29120,3520,0,2.0,1340.668874172185,24.0,0,1,0,0,0
7272,1.62,7200.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,2,5,6,5,0,1,1,1,1,0,17,259,140,19991,2799,0,2.0,1363.099337748344,18.0,0,1,0,0,0
7273,4.89,10400.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,1,6,1,0,0,0,0,0,12,0,89,214,348,18288,2356,0,5.0,1413.158940397351,48.0,0,1,0,0,0
7274,6.04,13600.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,1,4,3,16,0,5,0,0,20,1,50,980,579,13277,630,0,2.0,1241.993377483444,32.0,0,1,0,0,0
7275,0.19,7200.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,1,1,0,0,0,0,0,0,0,17,116,83,29120,3520,0,2.0,1340.668874172185,8.0,0,1,0,0,0
7276,9.45,20800.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,1,3,0,0,0,2,0,1,4,0,7,94,89,12180,1392,0,4.0,1199.026490066225,47.0,0,1,0,0,1
7277,2.42,8800.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,2,5,6,5,0,1,1,1,1,0,17,259,140,19991,2799,0,2.0,1363.099337748344,24.0,0,1,0,0,0
7278,6.26,16000.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,1,4,3,16,0,5,0,0,20,1,50,980,579,13277,630,0,2.0,1241.993377483444,30.0,0,1,0,0,0
7279,2.84,8800.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,3,2,0,2,2,0,0,14,0,68,262,400,20196,2186,1,10.0,2028.569536423841,25.0,0,1,0,0,0
7280,4.09,8800.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,1,6,1,0,0,0,0,0,12,0,89,214,348,18288,2356,0,5.0,1413.158940397351,32.0,0,1,0,0,0
7281,19.2,39900.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,3,3,0,1,1,0,0,0,0,18,56,61,20439,2551,0,4.0,1516.331125827815,46.0,0,0,1,0,0
7282,1.15,7200.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,7,1,0,0,2,0,1,0,0,48,68,102,28583,5709,1,5.0,1739.423841059603,20.0,0,1,0,0,0
7283,7.15,14400.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,7,1,0,0,2,0,1,0,0,48,68,102,28583,5709,1,5.0,1739.423841059603,20.0,0,0,0,1,0
7284,9.4,19200.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,0,2,0,1,0,0,0,12,0,36,31,59,9275,1319,0,10.0,1620.662251655629,35.0,0,0,0,1,0
7285,0.73,11200.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,4,4,1,2,1,0,0,6,0,79,447,452,11063,1104,3,12.0,1158.185430463576,49.0,0,1,0,0,0
7286,1.16,7200.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,1,5,6,12,0,4,0,0,6,1,32,699,271,8344,438,1,7.0,1170.907284768212,22.0,0,1,0,0,0
7287,7.69,16400.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,1,5,6,12,0,4,0,0,6,1,32,699,271,8344,438,1,7.0,1170.907284768212,55.0,0,1,0,0,1
7288,4.4,8800.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,7,1,0,0,2,0,1,0,0,48,68,102,28583,5709,1,5.0,1739.423841059603,20.0,0,0,0,1,1
7289,4.29,9200.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,4,0,0,0,1,0,0,4,0,70,124,74,22109,4024,0,6.0,1821.443708609271,35.0,0,1,0,0,0
7290,10.12,21000.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,1,5,4,0,0,0,0,0,6,0,32,245,225,13023,2232,0,2.0,1357.251655629139,29.0,0,0,1,0,0
7291,6.93,14400.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,1,4,3,16,0,5,0,0,20,1,50,980,579,13277,630,0,2.0,1241.993377483444,26.0,0,0,1,0,0
7292,2.48,8400.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,1,7,6,0,1,1,0,0,9,0,95,262,218,23375,4699,0,6.0,1993.006622516556,13.0,0,0,1,0,0
7293,7.25,15000.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,3,2,0,0,2,0,0,0,0,22,343,149,6614,655,0,2.0,1159.430463576159,27.0,0,0,1,0,0
7294,8.29,17200.0,150.0,2,37,1,3,1,0.0,3,1,3499999.5,3499999.5,1,0,9,1,6,0,0,1,1,0,0,0,0,0,0,0,17,116,83,29120,3520,0,2.0,1340.668874172185,36.0,0,0,1,0,0
7295,1.27,7200.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,0,0,0,0,1,1,0,0,5,0,42,158,179,9018,660,0,10.0,1126.596026490066,12.0,0,1,0,0,0
7296,8.92,22000.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,0,0,0,0,1,1,0,0,5,0,42,158,179,9018,660,0,10.0,1126.596026490066,27.0,0,1,0,0,0
7297,0.66,7200.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,1,3,1,0,1,3,0,0,5,0,10,78,61,19537,3333,0,1.0,1330.543046357616,9.0,0,1,0,0,0
7298,4.21,10400.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,1,3,1,0,1,3,0,0,5,0,10,78,61,19537,3333,0,1.0,1330.543046357616,14.0,0,1,0,0,1
7299,1.23,7200.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,2,2,1,0,1,3,0,0,12,1,75,413,436,6124,135,2,12.0,1218.099337748344,9.0,0,1,0,0,0
7300,2.82,8800.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,0,0,0,0,1,1,0,0,5,0,42,158,179,9018,660,0,10.0,1126.596026490066,25.0,0,1,0,0,0
7301,3.56,10000.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,0,0,0,0,1,1,0,0,5,0,42,158,179,9018,660,0,10.0,1126.596026490066,27.0,0,1,0,0,0
7302,9.39,20400.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,0,3,2,0,0,2,0,0,0,0,22,343,149,6614,655,0,2.0,1159.430463576159,30.0,0,0,0,1,0
7303,1.24,7200.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,0,2,0,0,1,3,0,0,2,0,21,146,93,12829,1672,3,10.0,1353.072847682119,21.0,0,0,0,1,0
7304,1.99,7200.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,0,6,0,0,0,0,0,1,1,0,59,233,176,24126,2039,0,6.0,1629.331125827815,20.0,0,1,0,0,0
7305,1.21,10000.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,0,1,3,0,0,0,0,0,0,0,13,78,118,11112,423,0,3.0,1493.165562913907,13.0,0,1,0,0,1
7306,4.34,15200.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,0,1,3,0,0,0,0,0,0,0,13,78,118,11112,423,0,3.0,1493.165562913907,23.0,0,1,0,0,0
7307,6.4,14000.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,1,5,6,12,0,4,0,0,6,1,32,699,271,8344,438,1,7.0,1170.907284768212,37.0,0,1,0,0,0
7308,4.03,9200.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,2,6,3,0,5,1,0,0,15,0,90,478,666,22489,1681,3,1.0,1240.668874172185,21.0,0,1,0,0,0
7309,3.88,8800.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,2,2,1,0,1,3,0,0,12,1,75,413,436,6124,135,2,12.0,1218.099337748344,27.0,0,1,0,0,0
7310,4.51,10400.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,0,6,5,0,4,3,0,0,14,0,44,147,191,10254,1419,0,15.0,1157.443708609271,55.0,0,1,0,0,0
7311,6.97,16800.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,0,3,2,5,1,0,0,0,1,0,29,106,129,38975,5928,0,7.0,1403.834437086093,43.0,0,1,0,0,0
7312,1.42,7200.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,0,4,1,0,0,3,0,0,0,0,25,73,114,31307,5014,0,3.0,1417.437086092715,14.0,0,1,0,0,0
7313,7.21,18800.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,1,4,3,0,0,3,0,1,6,0,16,128,128,7522,1328,0,4.0,1193.483443708609,19.0,0,1,0,0,0
7314,0.53,7200.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,1,4,3,0,0,3,0,1,6,0,16,128,128,7522,1328,0,4.0,1193.483443708609,16.0,0,1,0,0,0
7315,1.45,7200.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,1,5,6,12,0,4,0,0,6,1,32,699,271,8344,438,1,7.0,1170.907284768212,39.0,0,1,0,0,0
7316,5.21,11200.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,1,5,6,12,0,4,0,0,6,1,32,699,271,8344,438,1,7.0,1170.907284768212,27.0,0,1,0,0,0
7317,3.88,10000.0,150.0,4,28,0,3,1,0.0,4,0,3499999.5,5499999.5,1,0,7,1,6,0,2,2,1,0,1,3,0,0,12,1,75,413,436,6124,135,2,12.0,1218.099337748344,13.0,0,1,0,0,0
